Centroide-Centroide;Paquetá;Freguesia (Ilha);Bancários;Galeão;Tauá;Portuguesa;Moneró;Vigário Geral;Cocotá;Jardim América;Jardim Carioca;Pavuna;Cordovil;Jardim Guanabara;Parada de Lucas;Parque Colúmbia;Praia da Bandeira;Penha Circular;Cacuia;Irajá;Anchieta;Acari;Pitangueiras;Costa Barros;Brás de Pina;Penha;Zumbi;Ribeira;Coelho Neto;Guadalupe;Parque Anchieta;Barros Filho;Vista Alegre;Ricardo de Albuquerque;Colégio;Honório Gurgel;Olaria;Vila da Penha;Maré;Vila Militar;Cidade Universitária;Rocha Miranda;Ramos;Realengo;Vila Kosmos;Marechal Hermes;Vicente de Carvalho;Paciência;Engenho da Rainha;Complexo do Alemão;Vaz Lobo;Padre Miguel;Bento Ribeiro;Turiaçú;Bonsucesso;Inhaúma;Tomás Coelho;Santíssimo;Madureira;Osvaldo Cruz;Santa Cruz;Magalhães Bastos;Senador Camará;Cavalcanti;Campo dos Afonsos;Higienópolis;Manguinhos;Engenheiro Leal;Pilares;Del Castilho;Piedade;Cascadura;Vila Valqueire;Maria da Graça;Quintino Bocaiúva;Jardim Sulacap;Campinho;Abolição;Senador Vasconcelos;Cosmos;Jacarezinho;Cachambi;Praça Seca;Benfica;Engenho de Dentro;São Cristóvão;Vasco da Gama;Inhoaíba;Todos os Santos;Jacaré;Encantado;Rocha;Méier;Gamboa;Santo Cristo;Centro;Sampaio;Riachuelo;Saúde;São Francisco Xavier;Engenho Novo;Mangueira;Tanque;Taquara;Água Santa;Lins de Vasconcelos;Freguesia (Jacarepaguá);Cidade Nova;Praça da Bandeira;Vila Isabel;Maracanã;Glória;Rio Comprido;Santa Teresa;Estácio;Tijuca;Catumbi;Grajaú;Pechincha;Andaraí;Catete;Flamengo;Laranjeiras;Guaratiba;Vargem Grande;Alto da Boa Vista;Cosme Velho;Curicica;Botafogo;Urca;Cidade de Deus;Sepetiba;Anil;Jacarepaguá;Camorim;Humaitá;Gardênia Azul;Jardim Botânico;Vargem Pequena;Copacabana;Leme;Lagoa;Itanhangá;Gávea;Barra da Tijuca;Leblon;c(-43.2031639, -22.9841183);São Conrado;Rocinha;Pedra de Guaratiba;Recreio dos Bandeirantes;Vidigal;Joá;Barra de Guaratiba;Grumari;Caju;Deodoro;Lapa;Campo Grande;Bangu;Gericinó;Jabour;Vila Kennedy;Ilha de Guaratiba
Penha;29764;19622;17080;16206;16284;14169;15836;5903;17313;7758;15494;11724;4190;14966;7277;10572;17592;2678;17143;6089;16762;8955;17224;12969;2719;0;17692;18820;12798;12850;18696;11726;5286;16772;7730;10896;2103;4107;8572;16723;10488;8874;4063;21755;5136;14207;7101;43259;8280;4398;8174;24186;13405;9662;5728;6168;8418;31197;11812;12742;48519;18735;28543;9674;20746;5769;7809;10852;9711;8030;12696;12885;15728;7590;13842;21598;12087;11524;33748;43408;7895;8709;14572;8541;12718;11397;11080;42660;9486;8394;12117;10240;10219;14887;13496;16304;10365;11120;14889;10544;12075;10539;15182;18855;20271;12174;17335;13990;14207;12117;12402;22864;15964;16917;14687;14151;15565;14662;17970;13351;18902;23039;18309;45884;39564;23379;19703;20863;20283;23217;20707;56219;21708;19850;30273;21050;21756;21991;34390;22948;23373;20590;27324;23496;25705;23379;24263;26836;27038;55228;37309;26513;30206;50072;44886;13480;14126;16541;37560;24998;25293;27514;26564;48543
Zumbi;12089;6018;3956;13389;3598;4614;4992;19001;2478;21512;3629;25466;17886;4498;23086;23337;1830;16656;3227;21472;29482;22696;1149;26710;18227;18227;0;1297;26539;26591;32437;25467;20491;30513;23113;26834;16010;19490;12957;30464;12974;24257;13793;35496;20518;28956;22484;57000;20095;18109;23557;37927;27082;25044;13943;17799;20733;44938;27415;26419;62260;32476;42284;21989;34488;15757;15281;23980;19566;17886;22551;24960;29432;18545;23697;35425;25791;21380;47489;57149;17884;19678;28275;17300;22573;17814;18582;56401;21106;18383;21972;18826;21174;21175;19564;22729;21320;20356;21178;18922;23916;18917;30404;32490;30126;24372;27190;20058;20275;20495;21094;28924;22032;22985;20755;24324;21633;24090;27825;22755;26749;29100;24377;59625;49419;33112;29114;34429;26351;29285;30563;69960;31563;33416;40128;26535;31611;27476;44245;28433;29441;26075;41043;28981;35560;28864;29748;32321;32523;65083;47164;31998;35690;59927;54741;20940;27867;22609;51301;38739;39034;41255;40305;58398
Ribeira;12845;6819;4757;14343;4400;5568;5793;19955;3279;22466;4583;26419;18840;5451;24040;24291;2632;17610;2650;22426;30436;23650;1951;27664;19181;19181;971;0;27493;27545;33391;26421;21445;31467;24067;27788;16964;20444;13911;31418;13928;25211;14747;36450;21472;29910;23438;57954;21048;19063;24511;38881;28036;25998;14897;18753;21687;45892;28369;27373;63214;33430;43238;22943;35441;16711;16235;24934;20520;18840;23505;25914;30386;19498;24651;36378;26745;22333;48443;58103;18838;20632;29229;18254;23527;18768;19536;57355;22060;19337;22926;19780;22128;22129;20518;23683;22274;21310;22132;19876;24870;19871;31358;33444;31080;25326;28144;21012;21229;21449;22048;29878;22986;23939;21709;25278;22587;25044;28779;23709;27703;30053;25331;60579;50373;34066;30068;35383;27305;30239;31516;70914;32516;34370;41082;27489;32565;28429;45199;29387;30394;27029;41997;29935;36514;29818;30702;33275;33477;66036;48118;32952;36644;60881;55695;21894;28820;23562;52255;39692;39988;42209;41258;59352
Coelho Neto;36669;26527;23985;23110;23189;21074;22741;7710;24218;6203;22399;3881;6986;21871;5591;3911;24497;8439;24048;3604;7647;2889;24129;4138;7888;9684;24597;25725;0;3735;9581;2604;4732;7656;3116;3384;11264;6004;17403;7608;16452;4019;14097;12640;6518;8395;5698;34144;8397;13558;5791;15070;8175;5314;15149;10277;7015;22082;6001;9548;39404;9620;19428;8271;11631;12534;16488;8604;8840;10884;10908;9692;11816;12309;11099;17624;8894;10032;24633;34293;13758;12677;11379;14852;13885;20480;19746;33545;11996;14258;11991;15885;13497;23552;22162;24970;15084;15840;23555;16855;14787;16850;11989;15662;21438;15683;18502;22656;22873;17376;18713;31530;24630;25583;23353;18870;24231;19382;14394;18071;27568;31705;26975;36768;35108;28099;28368;21132;28949;31882;16754;47104;18968;16657;25092;29716;22923;30656;29934;31614;32038;29256;26144;32162;26872;32044;32929;35502;35704;44666;32736;35179;38871;45500;40313;22146;5010;25206;28445;15882;16178;18398;17448;43971
Guadalupe;43739;33596;31054;30180;30258;28144;29810;14781;31287;13274;29469;5458;14056;28940;12661;7394;31566;15510;31117;10674;3856;9960;31198;2970;14959;16755;31667;32794;7282;0;6207;4802;11803;4980;8908;7580;18335;11796;24473;4932;23522;9661;21166;9964;12310;7018;11490;31468;14189;20629;11583;12394;6968;9864;22219;16069;12807;19406;10756;8327;36728;6944;16752;14064;8953;18326;23557;13153;14632;16677;15458;11642;9137;18101;12677;14284;10789;15504;21957;31616;19550;18954;11853;20644;17444;27550;26815;30868;18103;20050;16541;22184;19412;30622;29231;32039;20877;21632;30624;22647;20702;22642;12947;15997;20093;20000;17422;29726;29942;23168;24505;38599;31699;32652;30422;24662;31300;25174;15352;23863;34637;38774;34044;34092;32432;33891;35438;18456;36018;38952;19436;44428;19926;17251;22416;36785;20232;37726;27258;38683;39108;36326;27102;39231;24182;39114;39998;42571;42773;41990;30060;42248;35248;42824;37637;29216;2334;32276;25768;13206;13502;15722;14772;41294
Parque Anchieta;45569;35427;32884;32010;32088;29974;31640;16611;33117;15104;31299;9253;15887;30770;14491;11290;33397;17340;32947;12504;3174;11790;33028;6765;16789;18585;33497;34625;9112;5474;0;8184;13633;2680;12017;9410;20165;14905;26303;5421;25352;11491;22996;10453;15419;8852;14599;31957;17298;22459;14692;12884;8082;11694;24049;19178;15916;19895;12586;9441;37217;7433;17241;17172;10066;21435;25387;14983;17741;19785;15558;12756;10251;21210;13790;15438;11903;15605;22446;32106;22658;19054;12967;23753;17545;29380;28645;31358;18204;23159;16642;22284;19513;32452;31061;33869;23985;24741;32454;29028;20803;29022;14061;16486;21207;20101;18535;31556;31772;26277;30885;40429;33530;34482;32252;27771;33130;28283;16466;26972;36467;40604;35874;34582;32921;37000;37268;18945;37848;40782;19925;44917;21040;17740;22905;38616;22357;39556;27748;40513;40938;38156;28216;41061;26495;40944;41828;44401;44604;42480;30550;44078;37561;43313;38126;31046;6488;34106;26258;13696;13991;16212;15262;41784
Barros Filho;38509;28367;25824;24950;25028;22914;24580;9552;26058;8044;24239;3684;8827;23711;7431;5752;26337;10280;25888;5444;6024;4730;25968;2092;9729;11525;26437;27565;2052;2113;7958;0;6573;6034;4957;2348;13105;7845;19243;5985;18292;4428;15937;11017;8360;8075;7540;32521;10238;15400;7632;13448;8024;4631;16989;12118;8856;20459;5523;8865;37782;7998;17805;10113;10009;14375;18327;7920;10681;12726;10225;9009;10193;14150;10416;16002;8211;10271;23010;32670;15599;13721;10696;16693;12211;22320;21585;31922;12870;16099;11308;16951;14180;25392;24001;26810;15832;16587;25395;21968;15469;21963;11306;14979;18452;14767;15781;24496;24712;19217;23826;33369;26470;27422;25192;20711;26070;19233;13712;19912;29408;33545;28814;35146;33486;29940;30208;19510;30789;33722;16071;45482;18285;18305;23470;31556;18591;32496;28312;33454;33878;31096;25461;34002;22541;33884;34769;37342;37544;43044;31114;37019;33607;43877;38691;23986;3388;27046;26822;14260;14556;16776;15826;42348
Vista Alegre;34591;24449;21906;21032;21110;18996;20662;5160;22139;4731;20321;7709;4572;19792;3513;7016;22419;3798;21969;1819;13488;5681;22050;8953;3426;4866;22519;23647;9524;9576;15422;8452;0;13498;3775;6941;6446;2452;15325;13449;14374;4919;8176;18481;3930;10251;4739;39985;7437;8741;4802;20912;10031;6289;9841;9318;6055;27923;7857;9369;45245;15461;25269;7312;17472;10112;14409;8424;7881;9925;10728;9513;12356;11349;10920;18226;8715;9072;30474;40134;12798;11717;11200;12654;12925;18402;17667;39386;11037;13298;12324;14353;12538;21474;20083;22892;14125;14880;21476;18050;13827;18045;11810;15482;20478;14724;17542;20578;20794;19623;19908;29451;22552;23504;21274;17910;22152;18422;14215;17111;25489;29626;24896;42610;32709;27139;26290;17491;26870;29804;16575;52945;21915;16478;22693;27638;21963;28578;27535;29536;29960;27178;29091;30084;25912;29966;30851;33423;33626;50508;37516;33101;36793;50279;45093;20068;10852;23128;34286;21724;22019;24240;23290;48750
Ricardo de Albuquerque;44338;34196;31653;30779;30857;28743;30409;15380;31886;13873;30068;7877;14656;29540;13260;9914;32166;16109;31716;11273;1797;10559;31797;5388;15558;17354;32266;33394;7881;4098;2823;6953;12402;0;10786;8180;18934;13674;25072;4190;24121;10260;21766;9222;14188;7622;13368;30726;16067;21228;13461;11653;6851;10463;22818;17947;14685;18664;11355;8210;35986;6202;16010;15942;8836;20204;24156;13753;16510;18555;14328;11525;9020;19979;12560;14207;10672;14374;21215;30875;21428;17824;11736;22522;16314;28149;27414;30127;16973;21928;15411;21054;18282;31221;29830;32638;22755;23510;31224;27797;19572;27792;12830;15255;19976;18870;17304;30325;30542;25046;29654;39198;32299;33251;31021;26540;31899;27052;15235;25741;35236;39374;34643;33351;31691;35769;36037;17714;36618;39551;18694;43686;19809;16510;21674;37385;21126;38325;26517;39283;39707;36925;26985;39831;25264;39713;40598;43170;43373;41249;29319;42848;36330;42082;36896;29815;5257;32875;25027;12465;12760;14981;14031;40553
Colégio;36321;26178;23636;22762;22840;20726;22392;7362;23869;5854;22051;4284;6637;21522;5243;4314;24149;8090;23699;2412;10058;3292;23780;5528;7539;7743;24249;25376;6061;6120;11965;4989;4073;10041;0;4128;9324;4090;14046;9992;16104;2106;11053;15024;4605;7438;3785;36528;6483;9481;3877;17455;7218;3884;12378;8364;5102;24466;5043;8591;41788;12004;21812;6358;14016;10621;13284;7646;6927;8971;9950;8735;9934;10396;10142;15789;7937;8119;27017;36677;11844;10763;10421;12938;11972;15794;16554;35929;10083;12344;11370;13972;11584;20361;18970;21779;13171;13926;20364;14942;12873;14936;11032;14704;19524;13770;16588;19465;19682;15462;16799;28338;21439;22392;20162;16957;21040;17468;13437;16157;24376;28514;23783;39153;31931;26185;25177;16713;25758;28691;15797;49489;20961;15700;21914;26525;21009;27465;26757;28423;28847;26065;28137;28971;24959;28853;29738;32310;32513;47051;36562;31988;35680;49326;44139;18955;7395;22015;30829;18267;18563;20783;19833;47796
Honório Gurgel;39735;29593;27051;26176;26255;24140;25807;10778;27284;9271;25465;5673;10053;24937;8657;6979;27563;11506;27114;5140;7392;5957;27195;4080;10956;10471;27663;28791;3278;3480;9326;2348;6801;7402;3930;0;12051;6818;16997;7353;19518;2656;17163;12385;7333;6145;6513;33889;9211;12209;5184;14816;5925;2858;15329;11092;7829;21827;3751;7093;39149;9365;19173;7515;11376;13348;16234;6148;9655;11699;8452;7236;8641;13123;8644;15950;6439;8499;24378;34038;14572;11948;8923;15666;10439;18466;19504;33290;11097;14562;9535;15178;12407;23311;21920;24729;14060;14815;23314;17614;13696;17608;9534;13206;16680;12995;14008;22415;22632;16692;18105;31288;24389;25342;23112;18186;23990;17461;11939;17387;27327;31464;26734;36514;30432;27415;28127;15214;28708;31641;14299;46849;16512;14202;20416;29475;16819;30415;25259;31373;31797;29015;23689;31921;20768;31803;32688;35261;35463;44411;32481;34938;31834;45245;40058;21905;4755;24965;28190;15627;15923;18144;17193;43716
Olaria;28194;18051;15509;14635;14713;12598;14265;7296;15742;9152;13924;13118;5584;13395;8671;11966;16021;4072;15572;7483;18156;10349;15653;14363;4113;2534;16122;17249;14192;14244;20090;13120;6680;18166;9124;12290;0;5501;7001;18117;8917;10268;2492;23149;6530;15601;8495;44653;6710;2827;9568;25580;14799;11056;4158;4598;7784;32591;13206;14136;49913;20129;29937;9040;22140;4198;6238;10218;8140;6460;11125;13534;17122;6019;12271;23998;13481;9954;35142;44802;6324;7138;15966;6970;11147;9826;9509;44054;7916;6824;10546;8670;8648;13316;11925;14733;8794;9550;13318;8974;10504;8968;18978;21064;18700;10603;15764;12420;12636;10546;10831;21293;14393;15346;13116;12580;13994;13091;16399;11780;17331;21468;16738;47278;37993;21808;18132;23003;18712;21646;19136;57613;20137;21990;28702;19479;20185;20420;32819;21377;21802;19020;25754;21925;24134;21808;22692;25265;25467;53657;35738;24942;28635;48501;43315;11909;15519;14970;38954;26392;26687;28908;27958;46972
Vila da Penha;32662;22520;19978;19104;19182;17067;18734;6255;20211;5903;18392;8397;4542;17864;4685;8427;20490;3769;20041;2756;13533;7405;20122;9641;3397;3685;20590;21718;9563;9621;15467;8491;2450;13542;4463;7629;5265;0;11734;13494;12446;5607;6995;18526;1847;10939;3834;40030;6532;7560;4907;20957;10138;6394;8660;8413;5151;27968;8545;9474;45290;15506;25314;6407;16384;8931;10971;7585;6976;9020;10833;9618;12461;10445;11025;18331;8820;8168;30519;40179;11893;10813;11304;11473;12021;14329;15739;39431;10132;12393;11420;13172;11633;19546;18155;20963;13220;13976;19548;13476;12923;13471;11915;15587;19573;13819;16638;18649;18866;15049;15334;27523;20623;21576;19346;17006;20224;17517;14320;16206;23561;27698;22968;42654;32814;26234;24362;17596;24942;27876;20010;52990;21010;16583;22798;25709;21058;26650;27640;27607;28032;25249;28186;28155;25008;28038;28922;31495;31697;50552;36611;31172;34864;49375;44188;18139;10896;21200;34331;21768;22064;24285;23334;47846
Maré;25028;14886;12343;11469;11547;9432;11099;10730;12576;12091;10758;16045;8465;10229;13665;14904;12856;7235;12406;12640;21082;13275;12487;17289;8806;8806;12956;14083;17118;17170;23016;16046;11070;21092;13116;17413;6899;10069;0;21043;3911;14260;5047;26075;11396;17175;12487;47579;8313;6328;13560;28506;15301;15087;3529;6018;8951;35517;15633;14638;52839;23055;32863;10208;21573;3976;4270;12198;7785;6104;10770;13179;17650;6763;11915;23643;14009;9598;38068;47728;6102;7896;16494;5518;10792;6142;6909;46980;9324;6602;10191;7218;9392;9503;7891;11057;9539;8956;9505;7522;11248;7516;18623;20709;18344;12590;15409;8386;8602;9094;9421;17252;10360;11312;9082;12652;9960;12690;16044;11354;15076;17427;12704;50204;37638;21439;17441;22647;14678;17612;18781;60540;19781;21634;28346;14862;19830;15803;32464;16760;17768;14403;29371;17308;23779;17191;18076;20648;20850;53301;35382;20326;24018;48146;42959;9941;18446;10936;41880;29318;29614;31834;30884;46617
Vila Militar;43328;33186;30644;29770;29848;27733;29400;14371;30877;12864;29058;9269;13646;28530;12250;10572;31156;15100;30707;10264;5761;9550;30788;7677;14549;16344;31256;32384;6872;7076;5888;5944;11392;3964;9777;7170;17924;12664;24062;0;23112;9251;20756;4714;13179;6612;12359;27340;15057;20219;12451;7563;6113;9454;21808;16938;13676;15278;10346;7472;32600;2213;11815;14932;8098;19195;23147;12743;15501;17545;13590;10787;8282;18970;11822;9454;9934;13636;17829;27489;20418;17086;10998;21512;15576;27140;26405;26741;16235;20918;14673;20316;17545;30212;28821;31629;21745;22500;30214;26788;18834;26782;12092;11406;18835;18132;16163;29315;29532;24036;28645;38189;31289;32242;30012;25531;30890;26042;14094;24731;34227;38364;33634;29965;27842;34759;35028;13866;35608;38542;14846;40300;18668;12661;17826;36375;17278;37316;22668;38273;38698;35915;25844;38821;21415;38704;39588;34307;42363;37862;25470;41838;32481;38233;33047;28805;4519;31866;21641;9079;9374;10786;10645;36704
Cidade Universitária;24380;14237;11695;10821;10899;8784;10451;12926;11928;14220;10110;18154;11309;9581;16775;17262;12208;9954;11758;15486;23407;16385;11839;20399;11526;11525;12308;13435;20228;20280;26126;19156;13790;24202;15961;20523;9744;12788;4575;24153;0;17105;7092;29185;14242;20020;15332;50689;11159;9173;16405;31616;18146;17933;6374;8863;11797;38627;18479;17483;55949;26165;35973;13053;24419;6821;7116;15044;10630;8950;13615;16024;20496;9609;14761;26489;16855;12444;41178;50838;8948;10742;19339;8364;13637;6861;7629;50090;12170;9447;13036;10373;12238;10222;8611;11776;12384;13214;10225;11780;15186;10558;21468;23554;21190;15436;18254;9106;9322;12602;10141;17971;11079;12032;9802;13371;10680;15337;18889;14002;15796;18147;13424;53314;40483;22159;18161;25493;15398;18332;21627;63649;22627;24480;31192;15582;22675;16523;35309;17480;18488;15122;30090;18028;26624;17911;18795;21368;21570;56147;38228;21045;24738;50991;45805;12740;21555;11656;44990;32428;32723;34944;33994;49462
Rocha Miranda;39534;29391;26849;25975;26053;23938;25605;10574;27082;9067;25264;6377;9850;24735;8456;6407;27361;8143;26912;3652;8996;5385;26993;5685;7771;8984;27462;28589;4883;5085;10931;3952;5314;9006;2443;2180;10564;5331;15287;8958;17202;0;12293;13990;5845;5490;5025;35494;7724;10722;4182;16420;5270;1936;13619;9604;6342;23432;3096;6644;40754;10970;20778;7598;10608;11861;14524;5699;8167;10211;8003;6787;7986;11636;8194;13841;5989;8049;25983;35642;13084;11499;8474;14179;9989;17035;17795;34895;10648;13585;9086;14729;11958;21601;20210;23019;13610;14365;21604;16182;13247;16177;9084;12757;16230;12546;13559;20705;20922;16703;18040;29578;22679;23632;21402;18197;22280;17011;11490;17398;25617;29754;25024;38118;29983;27426;26417;14765;26998;29932;13850;48454;16063;13752;19967;27765;16370;28706;24809;29663;30087;27305;23239;30211;20319;30094;30978;33551;33753;46016;27910;33228;31385;40674;35487;20195;6360;23255;29794;17232;17528;19748;18798;39145
Ramos;25350;15208;12665;11791;11869;9755;11421;9401;12898;11257;11080;15223;7689;10551;10776;14070;13178;4580;12728;9588;20260;12454;12809;16468;6217;4638;13278;14406;16296;16349;22194;15224;8784;20270;11229;14395;2668;7606;6028;20221;5133;12373;0;25253;8634;17814;10600;46757;7507;3625;11673;27684;15941;13160;3013;5395;9591;34695;15311;15277;52018;22234;32042;10847;22213;4616;5265;12838;8424;6744;11410;13818;18290;7403;12555;24283;14649;10238;37246;46906;6445;8536;17133;5825;11432;8681;8419;46158;9964;6945;10830;7525;10032;12226;10835;13643;10178;9263;12228;7829;12823;7823;19262;21348;18984;13230;16048;11330;11546;9401;9686;20203;13303;14256;12026;12095;12904;12997;16684;11662;16241;20378;15648;49382;38277;21011;17042;23287;17622;20556;19421;59718;20421;22274;28986;18390;20469;19330;33103;20287;20712;17930;24956;20835;24419;20718;21602;24175;24377;53941;36022;23852;27545;48786;43599;10820;17624;13880;41058;28496;28792;31012;30062;47256
Realengo;48069;37927;35384;34510;34588;32474;34140;19111;35617;17604;33799;14010;18387;33270;16991;15312;35897;19840;35447;15004;10643;14290;35528;12417;19289;21085;35997;37125;11612;11817;10770;10684;16133;8846;14517;11910;22665;17405;23774;4744;25690;13991;25496;0;17919;11352;17099;26883;19798;21736;14333;2637;10210;14194;22106;21678;18416;11627;15086;10928;26178;2848;7936;14895;9026;20947;23012;13528;16955;18942;15230;12427;7865;20367;13462;8626;11574;15276;11731;21549;21815;18726;11063;22910;17216;25244;26282;19107;17875;21340;16313;21956;19185;30089;28698;31506;20837;21592;30091;24392;20474;24386;12231;10744;18007;19773;15336;29193;29409;23470;24882;38066;31167;32119;29889;24964;30767;24238;13266;24165;34104;38241;33511;22991;27180;34193;34905;13204;35485;38419;14184;39843;17840;11999;17164;36253;16616;37193;22006;38150;38575;35793;25016;38698;20753;38581;39466;33645;34844;31765;24808;36638;31819;37571;32385;28683;7890;31743;21184;8621;8917;6907;10187;31016
Vila Kosmos;33472;23330;20787;19913;19991;17877;19544;8443;21020;7968;19202;9212;6731;18674;6750;9243;21300;5218;20850;4803;14348;8221;20931;10457;5259;4495;21400;22528;10378;10437;16282;9306;4515;14358;5278;8445;6075;1954;12543;14309;13255;6423;7804;19341;0;11755;4650;40845;7348;8369;5722;21772;10953;7210;9470;9228;5966;28783;9360;10290;46106;16322;26129;7223;17200;9740;11781;8400;7792;9836;11649;10433;13277;11260;11841;19147;9636;8983;31334;40994;12709;11628;12120;12282;12836;15138;16548;40246;10948;13209;12235;13982;12449;20355;18964;21773;14036;14791;20358;14286;13738;14280;12731;16403;20389;14635;17453;19459;19676;15858;16143;28332;21433;22386;20156;17821;21034;18333;15136;17022;24370;28508;23777;43470;33629;27050;25171;18411;25752;28685;20826;53806;21826;17398;23613;26519;21874;27459;28455;28417;28841;26059;29002;28965;25823;28847;29732;32304;32507;51368;37427;31982;35674;50190;45004;18949;11712;22009;35146;22584;22880;25100;24150;48661
Marechal Hermes;42266;32123;29581;28707;28785;26670;28337;13308;29814;11801;27996;8206;12583;27467;11188;9509;30093;14037;29644;9201;7949;8487;29725;6614;13486;15282;30194;31321;5809;6014;8835;4881;10330;6910;8714;6107;16862;10845;17452;6970;19367;5949;16896;11170;10531;0;9711;33506;11389;15413;7452;14020;2340;5707;15784;13712;11027;21444;4517;3699;38767;7908;18791;8014;7679;14624;16689;6647;10632;12620;8907;7014;5057;14044;8049;10912;6161;8954;23996;33655;15493;12403;7262;16587;10894;18922;19959;32907;11552;15017;9990;15633;12862;23766;22375;25184;14515;15270;23769;18069;14152;18064;8357;12029;15503;13450;12831;22870;23087;17147;18560;31743;24844;25797;23567;18642;24445;17916;10762;17842;27782;31919;27188;36131;30245;27870;28582;14037;29163;32096;13122;46467;15335;13025;20228;29930;15642;30870;25071;31828;32252;29470;22512;32376;19591;32258;33143;35716;35918;44029;27873;35393;30657;40636;35450;22360;4373;25420;27807;15245;15541;17761;16811;39107
Vicente de Carvalho;35918;25776;23234;22359;22438;20323;21990;8438;23467;10002;21648;7312;6725;21120;6704;7342;23746;6192;23297;2903;12448;6320;23378;8557;6234;5469;23846;24974;8478;8536;14382;7406;4470;12458;3378;6544;7049;2645;11079;12409;12995;4522;8779;17441;2331;9726;0;38945;3516;6514;1558;19872;7989;4245;9411;5396;2134;26883;7725;7325;44205;14421;24229;3390;14235;7653;10316;4568;3959;6004;8356;7469;10312;7428;8658;16182;6671;5151;29434;39094;8877;7796;9155;9971;9004;12827;13587;38346;7116;9377;8403;11004;8617;17394;16003;18811;10204;10959;17396;11974;9906;11969;9766;13438;16557;10802;13621;16498;16714;12495;13832;25371;18471;19424;17194;13989;18072;14501;14256;13190;21409;25546;20816;41570;30665;23218;22210;15447;22790;25724;16993;51905;17993;14434;20648;23557;18042;24498;25491;25455;25880;23098;25170;26003;21991;25886;26770;29343;29545;51513;33595;29020;32713;46358;41172;15987;9812;19048;33246;20684;20979;23200;22250;44829
Paciência;69396;59254;56711;55837;55915;53800;55467;40438;56944;38931;55126;35336;39714;54597;38318;36639;57224;41167;56774;36331;31970;35617;56855;33744;40616;42412;57324;58451;32939;33144;32097;32011;37460;30172;35844;33237;43992;38732;50130;27130;49179;35318;46823;25954;39246;32679;38426;0;41124;46286;38518;23799;32322;35521;47876;43005;39743;15577;36413;33681;9047;27402;21922;40999;34306;45262;49214;38810;41568;43612;41114;36996;32500;45037;38030;33261;36143;41161;14535;4872;46485;44610;35698;47580;43101;53207;52472;9305;43760;46986;42198;47841;45069;56279;54888;57696;47812;48568;56281;52855;46359;52849;36866;34958;43272;45657;40600;55382;55599;50104;54712;64256;57356;58309;56079;51598;56957;52109;38531;50798;60294;64431;59701;17976;41490;60826;61095;37417;61675;64609;38397;16799;43105;36212;41377;62442;40829;63383;46220;64340;64765;61982;50281;64888;44967;64771;65655;57858;59058;20226;37014;67905;56033;35465;39301;54872;30728;57933;12830;18313;21416;19360;18071;27444
Engenho da Rainha;33334;23191;20649;19775;19853;17738;19405;10333;20882;9818;19064;9992;8621;18535;8600;10022;21161;8201;20712;5583;15128;9000;20793;11237;8242;7477;21262;22389;11158;11216;17062;10086;6365;15138;6058;9224;7363;4265;8494;15089;10410;7202;7145;18478;4339;11843;5429;41625;0;3658;6502;21328;9990;7990;6826;2540;1773;29563;9334;9327;46885;17101;26909;3029;16263;5667;7732;4207;3598;5642;7994;7868;12340;6208;8297;18210;8699;4790;32114;41774;7656;7435;11183;8780;8643;11737;11002;41026;6754;8156;8042;9784;8255;14809;13418;16227;8983;9738;14812;10783;9545;10778;11794;15466;16195;10441;13260;13913;14130;11274;12641;22786;15887;16839;14610;12768;15488;13280;13895;11969;18824;22962;18231;44250;35488;21997;19625;17474;20206;23139;16632;54586;17632;16462;26197;20973;17680;21913;30314;22871;23295;20513;24808;23419;21630;23301;24186;26758;26961;51152;33233;26436;30128;45997;40810;13403;12492;16463;35926;23364;23660;25880;24930;44468
Complexo do Alemão;31714;21572;19029;18155;18233;16119;17786;9829;19262;11685;17444;14383;8117;16916;11204;14498;19542;6604;19092;9974;20688;12882;19173;15627;6645;5066;19642;20770;16724;16777;22622;15652;9212;20698;10449;13615;3096;8034;6875;20649;8790;11593;2879;22714;8730;16100;9820;47185;5279;0;10893;25563;14226;12380;4544;3167;6353;35123;13915;13562;52446;22662;32470;7609;20498;4048;6112;8787;6709;5029;9695;12103;16575;4588;10840;22568;12934;8523;37674;47334;6037;5708;15418;7160;9717;10118;9383;46586;6485;6537;9116;8164;7217;13190;11799;14607;7364;8119;13192;9164;9073;9158;17548;19633;17269;9173;14334;12293;12510;9655;11021;21167;14267;15220;12990;11149;13868;11661;14968;10350;17205;21342;16612;49810;36562;20378;18006;21572;18586;21520;17706;60146;18706;20559;27271;19353;18754;20294;31388;21251;21676;18893;24323;21799;22704;21682;22566;25139;25341;52226;34307;24816;28509;47070;41884;11783;18052;14844;41486;28924;29220;31440;30490;45541
